City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
150,Arraial Do Cabo,BR,2020-09-01 04:16:30,-22.97,-42.03,72.28,85,100,10.67
151,Nikolskoye,RU,2020-09-01 04:16:30,59.7,30.79,55.4,87,90,6.71
152,Cartagena Del Chaira,CO,2020-09-01 04:16:30,1.33,-74.84,71.11,94,66,1.32
153,Ngunguru,NZ,2020-09-01 04:16:31,-35.62,174.5,64.0,3,78,10.0
154,Kaduqli,SD,2020-09-01 04:16:31,11.02,29.72,70.7,90,93,2.15
155,Paita,PE,2020-09-01 04:16:31,-5.09,-81.11,61.81,84,100,14.29
156,Los Llanos De Aridane,ES,2020-09-01 04:16:31,28.66,-17.92,71.6,60,21,6.93
157,Inhambupe,BR,2020-09-01 04:16:32,-11.78,-38.35,67.28,96,20,5.88
158,Olmos,PE,2020-09-01 04:16:32,-5.98,-79.75,60.01,85,91,1.99
159,Port Shepstone,ZA,2020-09-01 04:16:32,-30.74,30.45,59.36,71,95,3.62
160,Luena,AO,2020-09-01 04:16:33,-11.78,19.92,59.76,68,51,3.02
161,Gravdal,NO,2020-09-01 04:16:33,68.12,13.5,53.6,81,75,6.93
162,Naraini,IN,2020-09-01 04:16:33,25.18,80.48,82.4,83,83,2.24
163,Tiksi,RU,2020-09-01 04:16:33,71.69,128.87,45.14,75,0,13.13
164,Kaitangata,NZ,2020-09-01 04:16:33,-46.28,169.85,48.99,43,61,7.0
165,Broken Hill,AU,2020-09-01 04:16:34,-31.95,141.43,62.6,27,15,10.29
166,Esperance,AU,2020-09-01 04:16:34,-33.87,121.9,59.0,67,40,21.92
167,Port Macquarie,AU,2020-09-01 04:16:10,-31.43,152.92,66.99,57,49,1.01
168,Ostrovnoy,RU,2020-09-01 04:16:35,68.05,39.51,46.0,81,61,8.34
169,Comodoro Rivadavia,AR,2020-09-01 04:12:00,-45.87,-67.5,35.6,93,14,4.9
170,Stephenville Crossing,CA,2020-09-01 04:16:35,48.5,-58.43,51.8,87,75,8.05
171,Sembe,CG,2020-09-01 04:16:35,1.65,14.58,69.73,94,100,4.25
172,Alofi,NU,2020-09-01 04:16:35,-19.06,-169.92,80.6,69,75,11.41
173,Qaqortoq,GL,2020-09-01 04:16:36,60.72,-46.03,44.6,75,100,10.29
174,Bosaso,SO,2020-09-01 04:16:29,11.28,49.18,91.33,45,78,14.88
175,Souillac,MU,2020-09-01 04:16:36,-20.52,57.52,69.8,83,75,11.41
176,Marsa Matruh,EG,2020-09-01 04:16:37,31.35,27.25,73.4,83,2,6.93
177,Necochea,AR,2020-09-01 04:16:37,-38.55,-58.74,35.01,81,76,1.01
178,Kefamenanu,ID,2020-09-01 04:16:37,-9.45,124.48,87.42,45,41,15.97
179,Touros,BR,2020-09-01 04:16:37,-5.2,-35.46,71.6,100,75,6.93
180,Kasongo,CD,2020-09-01 04:16:04,-4.45,26.67,69.51,92,1,3.31
181,Sao Filipe,CV,2020-09-01 04:16:38,14.9,-24.5,77.05,74,62,6.44
182,Upington,ZA,2020-09-01 04:16:38,-28.45,21.26,35.6,31,0,5.82
183,Coahuayana,MX,2020-09-01 04:16:38,18.73,-103.68,77.79,85,100,1.97
184,Manokwari,ID,2020-09-01 04:16:38,-0.87,134.08,84.97,63,50,7.67
185,Predivinsk,RU,2020-09-01 04:16:39,57.07,93.44,68.67,60,60,11.54
186,Cayenne,GF,2020-09-01 04:16:39,4.93,-52.33,75.2,100,70,10.89
187,Upernavik,GL,2020-09-01 04:16:39,72.79,-56.15,36.37,95,100,6.62
188,Gagnoa,CI,2020-09-01 04:16:40,6.13,-5.94,67.15,97,51,2.46
189,Atakpame,TG,2020-09-01 04:16:40,7.53,1.13,68.76,97,99,4.27
